PermitNum,AppliedDate,PermitType,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2017-05277,2017/05/10,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,event / temporary tents
BP2017-08006,2017/06/27,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,ABCRC Zero Waste BBQ - July 06/17
BP2017-05198,2017/05/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Structures - 2-20'x10'  8-10'x10'
BP2016-13321,2016/10/28,Commercial / Multi Family Project,"3403 - Office, Medical",Commercial,Non-Residential,New,New Royal Vista Professional Centre II building: 3 storey office building
BP2017-07398,2017/06/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Calgary Stampede - The Greatest Outdoor Show on Earth 2017
BP2016-10574,2016/09/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Calgary Arab Fest 2016
BP2017-04764,2017/05/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - East Village Street Fair
BP2017-10240,2017/08/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Structures - The Brick Warehouse
BP2016-09397,2016/08/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Ribfest
BP2017-08572,2017/07/10,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Dosanji Wedding
BP2017-04435,2017/04/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Tent Structures Temporary
BP2016-09676,2016/08/18,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Circle the Wagons
BP2017-00290,2017/01/12,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Sales Trailer - Redstone Sales Centre
BP2017-08769,2017/07/12,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-06925,2017/06/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Canada Hope 150
BP2017-06787,2017/06/07,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Outdoor Event Tents for Betty's Run
BP2017-04774,2017/05/02,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Temporary Tent Structure
BP2017-04553,2017/04/28,Commercial / Multi Family Project,2309 - Terminal-Bus,Industrial,Non-Residential,New,Group A2 Passenger Station
BP2016-13453,2016/10/31,Commercial / Multi Family Project,3613 - Restaurant - Licensed,Commercial,Non-Residential,New,Westman Village Chairmans Steakhouse: 1 storey restaurant building
BP2017-08060,2017/06/28,Commercial / Multi Family Project,2309 - Terminal-Bus,Industrial,Non-Residential,New,Group A2 Bus Shelter
BP2017-00936,2017/02/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Livingston Open House
BP2017-05235,2017/05/10,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,temporary structure - special event
BP2016-13203,2016/10/28,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New Warehouse/Office Building
BP2017-08624,2017/07/10,Commercial / Multi Family Project,2306 - Parking Garage,Industrial,Non-Residential,New,Country Hills Toyota Hail Shelters
BP2017-07880,2017/06/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Cult Marketing Stampede Party
BP2017-10087,2017/08/03,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Two new 2 storey buildings
BP2017-04201,2017/04/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Mcmahon Sun Spa Tent Sale
BP2016-10167,2016/08/30,Commercial / Multi Family Project,3508 - Exhibition Building,Commercial,Non-Residential,New,Panda Passage - Giant Panda Exhibit at Calgary Zoo
BP2016-15172,2016/12/22,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,2017 FIS Freestyle World Cup
BP2017-07767,2017/06/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Outdoor Festival - tents and stages.
BP2017-04589,2017/04/28,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,CMLC East Village Junction (Temporary Use)
BP2017-09239,2017/07/20,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,New Building - Shepard OWC Storage Garage
BP2016-12627,2016/10/20,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Aviation Commercial Crossing Phase 3
BP2017-07522,2017/06/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2017-01739,2017/02/27,Commercial / Multi Family Project,5299 - Medical Misc.,Institutional,Non-Residential,New,New 1 storey building
BP2017-13222,2017/10/02,Commercial / Multi Family Project,5299 - Medical Misc.,Institutional,Non-Residential,New,Sheldon M. Chumir Health Centre - Temporary Facility during construction
BP2017-06598,2017/06/02,Commercial / Multi Family Project,3108 - Liquor Store,Commercial,Non-Residential,New,Shawnessy Sobey's Liquor Store
BP2017-02039,2017/03/06,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,"#800, & Mahogany Plaza SE, Shell Convenience Store and Gas Island Canopy"
BP2017-04941,2017/05/04,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Two Wheel Sunday  with Two Wheel Sunday Motorcycle Association
BP2017-03692,2017/04/12,Commercial / Multi Family Project,5202 - Clinic,Institutional,Non-Residential,New,New commercial office building - small
BP2017-06582,2017/06/02,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Sales Centre
BP2017-06651,2017/06/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,OneWalk To Conquer Cancer -  Alberta Cancer Foundation
BP2017-10866,2017/08/18,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Event Permit
BP2017-09451,2017/07/25,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Moonlight Market - Outdoor Festival - tents and stages.
BP2017-07205,2017/06/14,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Canada Day 150  at Confederation Park
BP2018-01830,2018/02/21,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,PLAZA YYC (new)
BP2017-04271,2017/04/24,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Special Event - Grassroots Farmers Market
BP2017-02354,2017/03/14,Commercial / Multi Family Project,3507 - Community Centre,Commercial,Non-Residential,New,Lake Bonavista Community Building
BP2017-06540,2017/06/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Sled Island Music Festival 2017
BP2017-10518,2017/08/14,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,"East Hills Centre, Block F - Building F4: 1 storey commercial building"
BP2017-16126,2017/12/12,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Group A2 Assembly Storage Garage
BP2017-10977,2017/08/21,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Scenic Acres Canada 150 Celebration
BP2017-03606,2017/04/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - The Brick Tent Sale
BP2017-02207,2017/03/10,Commercial / Multi Family Project,2410 - Transformer,Industrial,Non-Residential,New,27 kV Calgary airport switchgear building (new)
BP2017-07520,2017/06/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,City of Calgary - Canada Day 150 Celebration
BP2017-06897,2017/06/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Canada Day Market at Eau Claire
BP2017-15911,2017/12/05,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Temporary garden centre building
BP2017-13879,2017/10/17,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,temporary offices
BP2017-11779,2017/09/06,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Event Tents - September 15/17 Gill Family Wedding
BP2017-15540,2017/11/27,Commercial / Multi Family Project,6399 - Municipal/Commercial Misc.,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-12458,2017/09/18,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Event Tents - The Backyard - September 22-24, 2017"
BP2017-11609,2017/08/31,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,
BP2017-07364,2017/06/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2017-11440,2017/08/29,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,TEMPORARY CHARLESGLEN  HAIL SHELTER
BP2017-03368,2017/04/06,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - 12 ST Bridge Farewell Celebration
BP2017-11193,2017/08/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Circle the Wagons
BP2017-04172,2017/04/21,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,
BP2017-07189,2017/06/14,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-10157,2017/08/04,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Cedar Festival Calgary Event - Aug. 18-20, 2017"
BP2017-07919,2017/06/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function- Morrison Hershfield Stampede Breakfast
BP2017-05552,2017/05/16,Commercial / Multi Family Project,6399 - Municipal/Commercial Misc.,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-15974,2017/12/07,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Checker Yellow Cab Hospitality
BP2017-12734,2017/09/21,Commercial / Multi Family Project,3302 - Dealership,Commercial,Non-Residential,New,2 New Hail Structures
BP2017-02620,2017/03/21,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Events - 2 Tents: Al-Madinah Calgary Islamic Prayer
BP2017-13383,2017/10/04,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,The Vaults Phase 3
BP2017-03753,2017/04/13,Commercial / Multi Family Project,5201 - Hospital,Institutional,Non-Residential,New,hospital mechanical room/system upgrading
BP2017-08222,2017/06/30,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,CBC Calgary Stampede Breakfast 2017
BP2017-10447,2017/08/11,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,New Public Washroom Building
BP2017-08696,2017/07/11,Commercial / Multi Family Project,5303 - Special Care Facility,Institutional,Non-Residential,New,YW of Calgary - Transformation Project Hub Facility
BP2017-04369,2017/04/25,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event/Temp Structures - Tents
BP2017-09422,2017/07/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Expo Latino 2017
BP2017-07185,2017/06/14,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2018-01399,2018/02/09,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Temporary Garden Centre - Real Canadian Superstore 19655 Seton Way SE
BP2017-04648,2017/05/01,Commercial / Multi Family Project,"3403 - Office, Medical",Commercial,Non-Residential,New,New 2 storey building
BP2017-12258,2017/09/14,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Ford Driving Skills for Life
BP2017-15218,2017/11/17,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Calgary Nativity outdoor pageant
BP2017-14116,2017/10/20,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,Great Plains Business Park - Building C: 1 storey office - warehouse shell building
BP2017-15888,2017/12/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2017-04366,2017/04/25,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Mayor's Environment Expo 2017
BP2017-14169,2017/10/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent(s) for Wedding
BP2017-10235,2017/08/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Brick Furniture Clearance Outlet
BP2017-09930,2017/08/01,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,Parallel 2 Commercial Dev. - Building #1 Base Building
